epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
48,5178.34,1.01872,0.68616,1.12835,0.85019,0.70898,0.80689,0.51148,1.02651,2.01763,1.0497,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,5285.43,1.01107,0.67181,1.12291,0.84274,0.66718,0.78722,0.49201,1.02471,1.8978,1.0216,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,5392.44,0.99617,0.66613,1.11325,0.81902,0.7636,0.81802,0.4788,1.08012,2.61423,1.08706,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,5499.57,0.98896,0.65988,1.10907,0.81331,0.73506,0.82941,0.51274,1.02457,1.16547,1.02621,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
52,5606.72,0.99921,0.66746,1.11398,0.77501,0.7252,0.79152,0.46264,1.09291,1.25989,1.06675,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
53,5713.89,0.976,0.65142,1.0994,0.82321,0.72291,0.81656,0.51481,0.99999,1.61783,1.03013,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
54,5821,0.98529,0.66051,1.10811,0.84098,0.73994,0.82055,0.51512,1.00719,1.45981,1.02596,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251
55,5928.16,0.97458,0.65512,1.09792,0.811,0.73732,0.8027,0.47934,1.07811,1.21957,1.0713,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
56,6035.42,0.95734,0.64085,1.09105,0.88585,0.70743,0.82372,0.51581,1.00102,1.3212,1.01755,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
57,6142.54,0.96406,0.64277,1.09087,0.83244,0.69214,0.79962,0.4925,1.0278,1.13628,1.02766,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
58,6249.62,0.94428,0.63259,1.07893,0.871,0.74209,0.82116,0.54759,0.92297,0.99479,0.98444,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
59,6356.61,0.9415,0.63151,1.07988,0.86179,0.67028,0.7767,0.50649,0.9814,1.21329,1.00744,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
60,6463.71,0.92627,0.61711,1.07256,0.86804,0.69245,0.78456,0.48388,1.05473,1.22432,1.05844,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,6571.01,0.93032,0.62607,1.0754,0.85776,0.68576,0.79571,0.51166,0.98243,1.16037,1.01536,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,6678.13,0.93223,0.62392,1.08049,0.80575,0.70631,0.76387,0.4931,0.9776,1.26992,1.01824,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,6785.32,0.92222,0.62087,1.07054,0.77962,0.71517,0.77746,0.47703,1.02749,1.04157,1.04502,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,6892.26,0.91253,0.61503,1.06916,0.80581,0.713,0.7908,0.49739,1.0042,0.99403,1.03218,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,6999.35,0.89384,0.59889,1.05921,0.87208,0.70709,0.79961,0.48667,1.03998,1.51426,1.04925,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,7106.66,0.90133,0.60503,1.06285,0.82002,0.6904,0.77993,0.47226,1.04555,1.24487,1.05868,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,7213.86,0.90642,0.60553,1.06251,0.82328,0.68421,0.7831,0.47756,1.04407,1.07019,1.05062,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,7321.02,0.89565,0.59582,1.05895,0.82562,0.67183,0.77057,0.46446,1.06802,1.26951,1.06854,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,7428.06,0.8846,0.59189,1.05397,0.79742,0.70684,0.77974,0.48522,1.02448,1.24362,1.04044,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,7535.08,0.88198,0.5861,1.0503,0.81229,0.69666,0.78034,0.47823,1.03943,1.25525,1.0429,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,7642.1,0.86028,0.57662,1.03857,0.77254,0.67298,0.75859,0.47799,0.99078,1.32524,1.01468,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,7749.26,0.8684,0.58281,1.04211,0.85255,0.67492,0.77306,0.49629,0.98126,1.23928,1.01754,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,7856.48,0.86084,0.5773,1.03592,0.8417,0.69659,0.78263,0.48737,1.03092,1.41324,1.06336,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,7963.72,0.84576,0.56743,1.02972,0.80758,0.70168,0.77892,0.50205,0.9812,1.14132,1.02866,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,8070.55,0.85812,0.56966,1.04056,0.82012,0.66563,0.75988,0.47622,1.03295,0.97245,1.05987,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,8177.81,0.85368,0.56781,1.03328,0.85588,0.68945,0.7944,0.48474,1.05297,1.27242,1.06581,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,8285.04,0.84522,0.5661,1.02812,0.85155,0.70124,0.79021,0.49791,1.00416,1.27606,1.0408,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,8392.15,0.829,0.55606,1.02429,0.86526,0.71576,0.79759,0.50369,0.9998,1.15307,1.03688,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,8499.29,0.82815,0.55274,1.0178,0.83284,0.70954,0.77874,0.49111,1.01764,1.15484,1.04433,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,8606.54,0.82551,0.56001,1.02422,0.838,0.69666,0.76469,0.46957,1.02485,1.27041,1.05582,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,8713.77,0.82695,0.55746,1.02319,0.85534,0.67957,0.7771,0.47476,1.05309,1.30926,1.0804,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,8820.85,0.82226,0.5422,1.02343,0.84372,0.69365,0.77309,0.48879,1.00521,1.58867,1.03951,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,8927.81,0.81963,0.55122,1.02397,0.88075,0.67492,0.76941,0.47417,1.02701,1.21191,1.06191,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,9035.2,0.80486,0.53252,1.01246,0.85947,0.68167,0.78402,0.49533,0.99855,1.20705,1.04363,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,9142.19,0.81982,0.54974,1.02552,0.84778,0.6811,0.77545,0.48295,1.022,1.52728,1.05873,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,9249.32,0.79428,0.52829,1.00395,0.84472,0.70588,0.78632,0.49214,1.01757,1.51317,1.06269,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,9356.27,0.8007,0.53664,1.00993,0.85692,0.67337,0.77172,0.49578,0.99278,1.46348,1.04275,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
