epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
38,4293.49,1.21695,0.81475,1.29647,0.72721,0.60217,0.69573,0.41329,1.07182,1.90539,1.10358,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779
39,4404.82,1.2002,0.79165,1.28001,0.30117,0.29754,0.19949,0.09217,1.81927,3.87281,1.87899,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
40,4516.08,1.18532,0.77954,1.27476,0.81166,0.7672,0.85146,0.54509,0.96203,1.45597,1.02143,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
41,4627.38,1.17383,0.77484,1.26699,0.70508,0.70279,0.77093,0.48321,0.99959,1.14648,1.03424,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
42,4738.59,1.17685,0.77845,1.26957,0.71761,0.64706,0.74139,0.46716,1.00327,1.03461,1.02839,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647
43,4850.08,1.15339,0.7569,1.25385,0.66269,0.71981,0.75197,0.44116,1.13537,1.51865,1.13684,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
44,4961.39,1.1481,0.76248,1.24699,0.51995,0.54489,0.54398,0.29417,1.30678,4.36878,1.27208,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581
45,5072.61,1.13246,0.73505,1.24186,0.74111,0.76935,0.81684,0.52094,0.9784,1.14869,1.05187,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
46,5183.91,1.12362,0.72753,1.23179,0.84211,0.7678,0.85574,0.52833,0.99473,1.18349,1.05412,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
47,5295.14,1.11602,0.7226,1.23095,0.73443,0.68111,0.77096,0.47462,1.01556,1.61616,1.07091,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
48,5406.21,1.09489,0.71562,1.21935,0.64874,0.62384,0.66269,0.40627,1.13707,1.4113,1.17844,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,5517.54,1.09139,0.7103,1.21434,0.47093,0.50429,0.46154,0.23872,1.45719,1.60676,1.50624,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,5628.82,1.08675,0.70525,1.21639,0.68703,0.60486,0.67371,0.38957,1.17773,1.53397,1.16778,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,5740.17,1.07726,0.69061,1.19927,0.77044,0.64087,0.77858,0.43915,1.14451,1.4873,1.15716,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
52,5851.49,1.07882,0.69122,1.20659,0.88871,0.75405,0.8627,0.55225,0.95249,1.05599,1.0351,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
53,5962.7,1.05423,0.67446,1.19013,0.66161,0.63557,0.66953,0.37421,1.23237,1.38021,1.24174,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
54,6073.92,1.04383,0.66765,1.18244,0.80566,0.75851,0.82636,0.50696,1.04113,1.24717,1.07232,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251
55,6185.15,1.03761,0.66991,1.18217,0.70815,0.58514,0.66829,0.3768,1.23834,1.12005,1.26009,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
56,6296.4,1.0316,0.66337,1.17548,0.53674,0.54165,0.53287,0.27632,1.40709,1.91803,1.43415,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
57,6407.69,1.01633,0.65192,1.16414,0.43479,0.48108,0.39394,0.184,1.63281,2.0629,1.71308,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
58,6518.97,1.01292,0.64411,1.16786,0.73412,0.73086,0.79527,0.4635,1.11393,1.3666,1.12822,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
59,6630.34,1.00122,0.63482,1.15771,0.72969,0.70898,0.78223,0.47024,1.08989,1.67861,1.11834,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
60,6741.58,0.99048,0.63236,1.14951,0.67805,0.64861,0.69984,0.41749,1.15319,1.39036,1.17791,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,6852.66,0.97377,0.62833,1.14142,0.69639,0.69946,0.737,0.42976,1.17492,1.73784,1.22938,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,6963.93,0.97063,0.62132,1.1383,0.78342,0.68873,0.77724,0.47108,1.07355,1.53207,1.15229,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,7075.24,0.96943,0.60822,1.13507,0.81681,0.6935,0.79787,0.47394,1.07126,1.04432,1.12907,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,7186.49,0.94978,0.60011,1.12686,0.76165,0.69747,0.77611,0.47704,1.04487,1.28191,1.09948,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,7297.57,0.9594,0.60636,1.13192,0.72832,0.66563,0.72485,0.44899,1.07742,1.15661,1.14875,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,7408.79,0.96366,0.61269,1.13594,0.79219,0.66099,0.75252,0.46139,1.08572,1.52877,1.15486,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,7519.99,0.93791,0.60201,1.11358,0.71735,0.65611,0.6997,0.42928,1.15981,1.54931,1.28576,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,7631.23,0.95246,0.61316,1.12399,0.75957,0.62109,0.72429,0.43346,1.18221,1.2452,1.24273,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,7742.6,0.93921,0.58669,1.11714,0.70988,0.60224,0.65735,0.38599,1.19372,1.08167,1.23303,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,7853.8,0.92985,0.59262,1.11567,0.81991,0.68364,0.79978,0.48985,1.05149,4.0575,1.09235,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,7964.99,0.90857,0.56735,1.09948,0.85935,0.67153,0.7909,0.49224,1.03189,1.36303,1.09889,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,8076.32,0.92106,0.58054,1.10327,0.73957,0.64706,0.73086,0.42684,1.13392,1.38702,1.1939,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,8187.59,0.90581,0.57361,1.0906,0.8057,0.72291,0.80245,0.49427,1.05022,1.02024,1.11371,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,8298.8,0.90578,0.5617,1.09808,0.80532,0.72601,0.80646,0.48271,1.08234,1.02041,1.12539,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,8410.01,0.87418,0.55561,1.08425,0.71453,0.68421,0.72632,0.42655,1.14354,1.25302,1.19795,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,8521.39,0.8744,0.54726,1.07772,0.76659,0.66093,0.74808,0.44728,1.12214,1.07144,1.15697,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,8632.72,0.87632,0.54664,1.07808,0.70578,0.67802,0.7357,0.42841,1.14384,1.50279,1.1865,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,8743.85,0.87583,0.54995,1.07489,0.79457,0.71248,0.77966,0.47625,1.07024,1.26367,1.10818,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,8855.02,0.86636,0.55367,1.07213,0.77413,0.65944,0.73787,0.43396,1.12792,1.00793,1.15053,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,8966.26,0.87069,0.54732,1.07388,0.76769,0.70588,0.77544,0.4742,1.06845,1.14344,1.11852,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
